,id,turns,victory_status,winner,white_rating,black_rating,moves,opening_name,opening_ply
4371,342REOyC,27,resign,white,1425,1099,e4 e6 Nf3 Nc6 d4 Nf6 e5 Nd5 c4 Nde7 Nc3 b6 d5 Na5 d6 cxd6 exd6 Nec6 Ne4 g6 g4 Ba6 g5 Bxc4 Nf6+ Qxf6 gxf6,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
4372,d8ioettO,11,resign,black,1121,1105,e4 e5 Qh5 Nc6 Nf3 d6 g3 g6 Qh3 Bxh3 Bxh3,King's Pawn Game: Wayward Queen Attack,3
4374,qO0X8v2F,60,resign,black,1126,1483,e4 e6 Nc3 b6 Nf3 Bb7 d3 Bb4 a3 Bxc3+ bxc3 h6 Bb2 Nf6 Qe2 Ba6 c4 d6 O-O-O e5 g3 Nc6 Bh3 O-O Rhe1 Nd4 Nxd4 exd4 Bxd4 c5 Be3 Qe8 f3 Qa4 Kb2 Rab8 Qd2 b5 Qc3 bxc4+ Ka2 cxd3 cxd3 Rb6 Rb1 Rfb8 e5 Nd5 Qd2 Rxb1 Rxb1 Rxb1 Kxb1 Qb3+ Ka1 Qxa3+ Kb1 Bxd3+ Qxd3 Qxd3+,French Defense: Queen's Knight,3
4377,wK4GQAj3,73,resign,white,1476,1131,e4 e6 d4 d5 exd5 exd5 Nf3 Qe7+ Qe2 Nf6 Qxe7+ Bxe7 Bb5+ Nc6 Ne5 a6 Ba4 Bd7 Nxd7 Kxd7 Nc3 b5 Bb3 Nxd4 Nxd5 Nxd5 Bxd5 c6 Bxf7 Rhf8 Bh5 g6 Bg4+ Ke8 O-O h5 Bh3 Ne2+ Kh1 Nd4 Bh6 Rf7 c3 Nc2 Rac1 Bc5 Rxc2 Rh7 Re2+ Re7 Rxe7+ Bxe7 Re1 Ra7 Re6 Rd7 Re1 g5 Bxd7+ Kxd7 Rd1+ Bd6 Bxg5 c5 Bf4 b4 Rxd6+ Kc7 cxb4 cxb4 Rxa6+ Kd7 Rb6,French Defense: Exchange Variation,5
4379,2kO3kKu6,39,resign,white,1494,1137,e4 e6 f4 Nc6 d4 f5 e5 Nce7 Be3 d5 exd6 cxd6 Bc4 d5 Bb3 a6 c4 Ng6 cxd5 exd5 Nf3 Nf6 O-O Bd6 Re1 O-O Nc3 Qa5 Ng5 h6 Nf3 Re8 Bd2 Rxe1+ Bxe1 Bd7 Nxd5 Nxd5 Bxa5,French Defense: La Bourdonnais Variation,3
4380,IFp8nfQZ,45,mate,white,2335,2262,e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 c3 e5 d3 Nge7 Bc4 h6 Be3 d6 a3 O-O b4 b6 Qb3 Bg4 Nbd2 Qd7 h3 Be6 Bxe6 fxe6 Rfb1 Kh7 bxc5 dxc5 Nc4 Qxd3 Rd1 Qxe4 Nd6 Na5 Qxe6 Qc6 Qxe7 Rxf3 Bxh6 Kxh6 Qh4#,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
4382,UPcUB2Tt,45,resign,white,2307,2280,e4 c5 Nf3 Nc6 Bb5 e6 O-O Nge7 Nc3 a6 Bxc6 Nxc6 d4 cxd4 Nxd4 d6 Be3 Be7 f4 O-O Qd3 Qc7 Rf3 b5 Rd1 Bb7 Rh3 g6 Nb3 Rac8 a3 b4 axb4 Nxb4 Qd2 a5 f5 Qc4 Nxa5 Qc7 Bd4 e5 Qh6 Rfd8 Qxh7+,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
4383,njN5niah,40,resign,black,2291,2290,d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Nf3 Nc6 Bg5 Be7 Bxe7 Ngxe7 e3 c4 b3 b5 bxc4 bxc4 Be2 O-O O-O Bf5 Nh4 Be6 g4 f5 gxf5 Nxf5 Nxf5 Bxf5 Bf3 Ne7 Kh1 Rb8 Qe2 Bd3 Qd2 Bxf1,Tarrasch Defense: Two Knights Variation,9
4384,fSGIGtCs,77,resign,white,2269,2347,e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 Bd3 Bg4 O-O Nc6 c3 Qf6 Qb3 Nge7 Bg5 Qe6 Re1 Qd7 Bxe7 Bxe7 Nbd2 O-O-O Qc2 Rhe8 h3 Be6 b4 Bd6 Nb3 Kb8 b5 Ne7 Nc5 Bxc5 dxc5 g6 Qa4 Qc8 Nd4 b6 Re5 h6 Rae1 g5 Nxe6 fxe6 Rxe6 Ng8 Bf5 Rxe6 Bxe6 Qb7 c6 Qa8 Bxg8 Rxg8 Qg4 a6 Qd7 axb5 Re7 Ka7 Qxc7+ Ka6 Qd6 b4 Qxd5 Rd8 Qc4+ b5 Qe6 Rd1+ Kh2 Re1 Qxe1,French Defense: Exchange Variation,5
4385,VKtNL8My,47,resign,white,2247,2323,Nf3 Nf6 g3 c6 Bg2 d6 d4 Bg4 O-O Nbd7 c4 Qc7 Nc3 e5 h3 Bh5 Nh4 Bg6 e4 exd4 Qxd4 Qb6 Qd2 Be7 Rd1 Nc5 Qe2 O-O-O Be3 Qa6 Rab1 Bxe4 Bxe4 Nfxe4 Nxe4 Nxe4 Qg4+ Kb8 Qxe4 Rhe8 Nf5 Bf8 Qf4 g6 Nxd6 g5 Nxe8+,Reti Opening #2,2
4386,fzH5Q1tG,45,resign,white,2235,2118,d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7 Bd3 Bd6 e4 dxe4 Nxe4 Nxe4 Bxe4 f5 Bc2 O-O O-O e5 Bg5 Qe8 dxe5 Bxe5 Re1 Qg6 Nxe5 Nxe5 Be7 Be6 Bxf8 Nxc4 Bb4 Bd5 f3 Rd8 Re7 Qf6 Qe1 Qd4+ Kh1 Rf8 Bc3,Semi-Slav Defense: Chigorin Defense,12
4387,iJoTkwH9,40,resign,black,2126,2221,e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4 Nxd4 Bb4 Nxc6 bxc6 Bd3 d5 exd5 cxd5 O-O O-O Bg5 c6 Qf3 Rb8 h3 Bd6 Na4 h6 Bd2 c5 Rae1 c4 Bf5 Bb7 Bf4 d4 Qg3 Nh5 Bxd6 Nxg3 Bxb8 Nxf1,Four Knights Game: Scotch Variation Accepted,8
4388,BNF3lL3A,41,resign,white,2202,2234,e4 c5 Nf3 e6 Nc3 Nc6 d4 cxd4 Nxd4 d6 Bb5 Bd7 Be3 Nf6 O-O Be7 Be2 O-O Nb3 a6 f4 Qc7 Qd2 Rfd8 Bf3 e5 f5 b5 a3 Na5 Nxa5 Qxa5 g4 Bc6 g5 Nd7 Qg2 g6 Bg4 Nc5 b4,Sicilian Defense: Paulsen Variation |  Normal Variation,9
4389,64RbTU8h,48,resign,black,2193,2181,c4 e5 g3 d5 cxd5 Qxd5 Nf3 Nc6 Nc3 Qd8 Bg2 Nf6 O-O Be7 d3 O-O a3 Bg4 b4 a6 Bb2 Qd7 Rc1 Bh3 Na4 Bxg2 Kxg2 Qe6 Nc5 Bxc5 Rxc5 Nd7 Rc1 Rad8 Qc2 Nb6 Rfd1 Rd7 e3 Rfd8 d4 e4 Ng5 Qd5 Qc5 Na4 Ba1 Nxc5,English Opening: King's English Variation,2
4390,BajyEizY,62,outoftime,black,2204,2157,d4 e6 c4 Nf6 Nf3 b6 g3 Bb7 Bg2 Bb4+ Bd2 Bxd2+ Qxd2 O-O O-O d5 cxd5 exd5 Nc3 Nbd7 b4 Re8 e3 c6 Rfc1 a5 a3 Qe7 Qb2 axb4 axb4 b5 Nd2 Nb6 h3 h6 Ra5 Rac8 Rca1 Rc7 Ra7 Bc8 Rxc7 Qxc7 Qc2 Qe7 Rb1 Bd7 Ne2 Nc4 Nxc4 bxc4 Nc3 Rb8 Qb2 Bf5 Ra1 Rxb4 Qa3 Kh7 Qa8 Rb3,Queen's Indian Defense: Capablanca Variation,10
4391,Sr1rM0fj,46,outoftime,black,2120,2135,e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Ndf3 c5 c3 Qa5 Bd2 Nc6 Bd3 Qb6 Ne2 Qxb2 O-O Qa3 Qc2 h6 Rab1 c4 Bh7 Nb6 Nf4 Bd7 Rfe1 O-O-O Rxb6 axb6 Rb1 Ne7 Rxb6 Qa7 Qb1 Rxh7 Rb2 Rh8 a4 Bxa4 Ra2 Nc6 Ne2 b5,French Defense: Tarrasch Variation |  Closed Variation,6
4394,j73xhBdO,34,mate,black,1586,2133,e4 Nf6 e5 Nd5 d4 d6 Bc4 Nb6 Bb3 dxe5 Qf3 e6 dxe5 c5 Bg5 Qxg5 Nc3 Bd7 Ne4 Qxe5 O-O-O c4 Bxc4 Nxc4 Nc3 Qa5 Qxb7 Ba3 Qxa8 Bxb2+ Kb1 Qb4 Ne4 Na3#,Alekhine Defense: Balogh Variation,7
4395,UIzzkIrU,22,mate,black,1635,2131,e4 e6 e5 d6 exd6 Bxd6 Nh3 Nc6 c3 e5 Qf3 Nf6 d3 Bg4 Qg3 e4 Qe3 O-O dxe4 Bf4 Qxf4 Qd1#,French Defense: Steinitz Attack,3
4396,nC2ovlsG,92,resign,black,1967,2116,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 h5 Bh7 Nf3 e6 Bd3 Bxd3 Qxd3 Nf6 Bd2 Nbd7 Qe2 Be7 O-O O-O b3 Bd6 Nh2 Bxg3 fxg3 Qb6 Bc3 e5 Rad1 Rae8 Qf3 Re6 Rf2 Rd6 dxe5 Rxd1+ Qxd1 Ne4 Bd4 Nxf2 Bxf2 Qc7 Qd6 Qxd6 exd6 Re8 c4 Re6 c5 Re2 a3 Ra2 Nf3 Rxa3 b4 a5 bxa5 Rxa5 Kf1 f6 Be3 Kf7 Nd2 Nxc5 Nc4 Ra1+ Ke2 Ra2+ Kf3 Nd7 g4 b5 Nb6 Ke6 Nxd7 Kxd7 Bf4 b4 Ke4 b3 Bc1 Rxg2 Kd4 b2 Bxb2 Rxb2,Caro-Kann Defense: Classical Variation |  Main Line,11
4397,pHBZQFCA,65,resign,white,2080,2278,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 O-O cxd5 exd5 Bd3 c6 h3 Nbd7 Nf3 Re8 Qc2 Nf8 O-O Ne4 Bf4 Nxc3 bxc3 Bd6 Bxd6 Qxd6 Rfc1 Be6 Rab1 b5 a4 a6 axb5 cxb5 Rb3 Rec8 Ra1 h6 Ra5 Rc7 Bxb5 Qb6 Qa2 Rb7 Bc4 Qc7 Rxb7 Qxb7 Bxd5 Bxd5 Rxd5 Ne6 c4 Qb6 c5 Qb5 Ne5 a5 c6 Qb6 Rd7 Ra7 Rxf7,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O,10
4398,T5zJ8LrR,53,outoftime,white,2070,1821,e4 e6 d4 d5 Nc3 c6 Nf3 dxe4 Nxe4 Nf6 Nxf6+ gxf6 c3 c5 Be3 cxd4 Nxd4 e5 Nb5 Qxd1+ Rxd1 Na6 Nxa7 Bc5 Nxc8 Rxc8 Bb5+ Kf8 Bh6+ Ke7 Rd7+ Ke6 Rxb7 Nc7 Bc4+ Kd6 Bxf7 Kc6 Rb3 Nb5 Be6 Ra8 a3 Nd6 c4 Rab8 Rxb8 Rxb8 b4 Bd4 Ke2 Ra8 Bd5+,French Defense: Paulsen Variation,5
4399,vR37nbhu,22,resign,black,1791,2060,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 Nf3 e5 Nc3 e4 Qe2 Qe7 Nd5 Nxd5 cxd5 exf3 Qxe7+ Nxe7 d6 Nc6,Scandinavian Defense: Panov Transfer,6
4400,e9lW5664,68,mate,black,2043,2032,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Bd3 Bg4 f3 Bd7 Bd2 Nc6 Nge2 e5 Ne4 Qb6 Nxf6+ gxf6 d5 Nb4 Bxb4 Qxb4+ Qd2 Qxb2 O-O Qb4 Qxb4 Bxb4 Rab1 Bc5+ Kh1 h5 Ng3 b6 Ne4 Be7 f4 f5 Ng5 e4 Ba6 h4 Rb3 Bd6 Kg1 Ke7 Kf2 Bxf4 Nh3 Bxh2 Ke2 Rag8 Rf2 Bg3 Rf1 Bd6 Ke3 Rxg2 Kd4 Rxc2 Re3 Bc5+ Ke5 f6+ Kf4 Bd6#,Scandinavian Defense: Main Line |  Mieses Variation,8
4401,tyVpE6fx,57,outoftime,white,2016,1839,Nf3 c6 e4 d5 Nc3 dxe4 Nxe4 Bg4 h3 Bh5 Ng3 Bxf3 Qxf3 Nd7 d4 Ngf6 Bd3 e6 O-O Be7 b3 Nb6 Ne2 Qd5 Qg3 O-O-O c4 Qd7 a4 Nh5 Qf3 g6 a5 Na8 g4 Nf6 a6 b6 b4 h5 g5 Nh7 Be4 Bxg5 Bxc6 Qe7 Bxa8 Bxc1 Rfxc1 Ng5 Qg2 f5 c5 Kb8 cxb6 Rc8 bxa7+,Caro-Kann Defense: Two Knights Attack,5
4402,mB1jGzRN,52,resign,white,1989,1945,e4 e6 d4 d5 Nd2 dxe4 Nxe4 Be7 Nf3 Nf6 Nxf6+ Bxf6 c3 O-O Bd3 c5 dxc5 Qa5 Bf4 Bxc3+ bxc3 Qxc3+ Kf1 Qxc5 Bd6 Qb6 Ng5 h6 Bxf8 Kxf8 Qh5 hxg5 Qh8+ Ke7 Qxc8 Qd4 Rd1 Nc6 Qxb7+ Kf6 Qxa8 Nb4 Be2 Qc3 h4 g4 Qd8+ Kg6 Qg5+ Kh7 Qh5+ Kg8,French Defense: Tarrasch Variation,5
4403,fLAZN1YG,49,resign,white,1943,2091,c4 Nf6 Nc3 d5 cxd5 Nxd5 d4 g6 e4 Nxc3 bxc3 Bg7 Nf3 O-O Be2 c5 O-O Nc6 Be3 Bg4 d5 Bxf3 Bxf3 Na5 Bxc5 Bxc3 Rc1 Bg7 Bb4 b6 Qe2 Nb7 e5 Rc8 Rxc8 Qxc8 Bxe7 Re8 d6 Nc5 Rd1 h5 e6 fxe6 d7 Nxd7 Qxe6+ Kh7 Rxd7,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation,13
4404,D5oxHuMS,51,resign,white,1909,1887,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Nf6 Nxf6+ exf6 Nf3 Bf5 c3 Nd7 Bf4 Nb6 Bd3 Bg6 O-O Be7 c4 Bd6 Bxd6 Qxd6 Re1+ Kd7 c5 Qd5 cxb6 axb6 Rc1 Rae8 Bc4 Qh5 d5 Kc7 d6+ Kd7 Qb3 b5 Red1 Re4 a4 Rb8 axb5 c5 Bd5 Rb4 Qe3 Re8 Qxc5,Caro-Kann Defense: Tartakower Variation,10
4405,RAnGhDmB,20,resign,black,1729,1886,c4 Nf6 d4 e5 dxe5 Ng4 Nf3 Bc5 Nc3 Bxf2+ Kd2 d5 Qa4+ Bd7 Qc2 Ne3 Qd3 dxc4 Qe4 Bf5+,Budapest Defense: Adler Variation,7
4407,WdLfHotx,46,resign,black,1657,1638,e4 c5 Nf3 Nc6 Bc4 e6 d4 Nf6 e5 Nd5 Bxd5 exd5 Bg5 Be7 Bxe7 Qxe7 Nc3 d6 Nxd5 Qd7 O-O dxe5 Re1 Qxd5 Nxe5 O-O Nxc6 Qxc6 d5 Qd6 c4 Bf5 Qb3 b6 Re3 Rfe8 Rae1 Rxe3 Rxe3 Qg6 Qb5 f6 d6 Bd7 Qa6 Qb1+,Sicilian Defense: Old Sicilian,4
4408,YBcsgyAd,39,resign,white,1970,1666,d4 d6 e4 Nf6 Nc3 Nbd7 e5 dxe5 dxe5 Nxe5 Qe2 Ned7 Bf4 e6 O-O-O c6 Nf3 Be7 Ne5 O-O g3 Nd5 Ne4 Qb6 Qg4 Nxf4 gxf4 Nxe5 fxe5 f5 exf6 Bxf6 Nxf6+ Rxf6 Rg1 Rg6 Qh4 Rf6 Qxf6,Pirc Defense #2,5
4409,cWPwErEE,76,outoftime,black,1696,1629,d4 d6 Bg5 Nd7 e3 Ngf6 h3 g6 Nd2 Bg7 a3 e5 c3 exd4 cxd4 O-O b4 c6 Rc1 Nb6 Ngf3 Qd7 Bd3 Nbd5 O-O h6 Bh4 g5 Nxg5 hxg5 Bxg5 Qe6 Qf3 Ne7 Ne4 Nxe4 Bxe4 d5 Bd3 Bd7 h4 Ng6 h5 Nh8 Qg3 Qg4 Qxg4 Bxg4 h6 f6 h7+ Kf7 Bh4 Ke7 f3 Bh5 g4 Bg6 Rc3 Rae8 f4 Bxd3 Rxd3 Nf7 f5 Rh8 Kf2 Rxh7 Rh1 Ng5 Rh2 Ne4+ Kf3 Ng5+ Kf4 Kf7,Queen's Pawn,2
4411,jDWjJBB4,66,mate,black,1714,1676,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 a6 Bc4 b5 Bb3 Nc6 a3 Bb7 O-O e5 d3 Nf6 Bg5 Be7 Bxf6 gxf6 Nd5 Bd6 Re1 Rg8 Ne3 Qd7 Bd5 O-O-O Nh4 Rg5 Nf3 Rh5 Nxe5 Rxe5 d4 Rg5 h4 Rg7 Qf3 Rdg8 g3 Bxg3 Qxf6 Be5+ Qg5 Rxg5+ hxg5 Rxg5+ Kf1 Qh3+ Ke2 Nxd4+ Kd1 Qh5+ Kc1 Bxd5 Nxd5 Bd6 Nc3 Qg6 Ne4 Rc5 Nxc5 Qxc2#,Scandinavian Defense: Mieses-Kotroc Variation,4
4414,eqtL1GCI,46,resign,black,1472,1691,d4 d6 Bg5 Nd7 e3 Ngf6 Nd2 g6 c3 Bg7 Bc4 O-O h4 b6 g4 Bb7 Rh2 Nxg4 Qxg4 c5 Bb5 Nf6 Bxf6 Bxf6 h5 Bg7 hxg6 fxg6 Qh4 h5 Bd3 e5 Qxd8 Raxd8 dxe5 Bxe5 Rh3 Rf6 f4 Bxf4 Rf3 Bg5 O-O-O Bxf3 Ndxf3 Bxe3+,Queen's Pawn,2
4416,uWrTW7LU,80,outoftime,black,1550,1755,d4 d6 c4 Nd7 e4 Ngf6 Nc3 g6 h3 Bg7 f4 O-O e5 dxe5 fxe5 Ne8 Nf3 c6 Be3 Nc7 Qe2 f6 e6 Nb6 d5 cxd5 Bxb6 axb6 cxd5 Nxd5 Rd1 Nf4 Rxd8 Nxe2 Rxf8+ Kxf8 Bxe2 Bxe6 O-O f5 a3 Bxc3 bxc3 Rxa3 Nd4 Bd7 Rc1 e5 Nf3 e4 Ne5 Ba4 g4 Ra2 Kf2 Bb5 Re1 Ke7 Ke3 Ba6 Nc4 Rc2 Kd4 b5 Ne3 Rd2+ Kc5 f4 Nd5+ Ke6 Nc7+ Ke5 Bxb5 Bxb5 Nxb5 f3 Rf1 Kf4 Nd4 Kg3,Old Indian Defense,3
4417,dxRVSU8g,47,draw,draw,1757,1748,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 b5 Bb3 Nd4 c3 Nxb3 Qxb3 Qxd5 Qxd5 Nxd5 d3 Bf5 d4 exd4 cxd4 f6 Nf3 Bb4+ Bd2 Bd6 Nc3 Nb4 O-O Nc2 Rac1 Bd3 Rfd1 O-O Ne1 Nxe1 Bxe1 Bf4 Bd2 Bd6 Be1 Bf4 Bd2 Bd6 Be1,Italian Game: Two Knights Defense |  Ulvestad Variation,10
4418,SkMyE8gP,88,resign,black,1840,1606,d4 d6 Nf3 Nd7 e3 Ngf6 c4 g6 Nc3 Bg7 Bd3 O-O e4 b6 O-O Bb7 e5 Bxf3 Qxf3 dxe5 dxe5 Nxe5 Qe3 Nxd3 Rd1 Qe8 Rxd3 Rd8 Nd5 Nxd5 cxd5 e6 dxe6 Rxd3 exf7+ Kxf7 Qxe8+ Rxe8 Be3 Bxb2 Rb1 Bd4 Bf4 c5 g3 Re6 a4 Be5 Bg5 Bc3 Bf4 Bb4 Bb8 a6 Bc7 b5 axb5 axb5 Bf4 Re1+ Rxe1 Bxe1 Kf1 Bd2 Ke2 Bxf4 Kxd3 Be5 f4 Bd4 Kc2 Ke6 Kb3 Kd5 h3 c4+ Kb4 c3 Kb3 b4 g4 Ke4 f5 gxf5 gxf5 Kxf5 Kxb4 c2,Queen's Pawn,2
4419,uocWBrs9,45,resign,black,1589,1444,e4 d6 Nf3 Nd7 Bb5 Nf6 Bxd7+ Bxd7 e5 dxe5 Nxe5 Bb5 c4 Ba6 b4 b6 b5 Bb7 O-O e6 Ba3 Bxa3 Nxa3 O-O Qc2 Qd6 Nc6 Qxa3 d4 Qd6 d5 Bxc6 dxc6 Rfd8 Rad1 Qf4 Rxd8+ Rxd8 Rd1 Rd4 Rxd4 Qxd4 a4 Qa1+ Qc1,Pirc Defense #4,2
4420,PxpPRBS0,76,outoftime,black,1545,1684,e4 e5 Nf3 Nc6 Bc4 Be7 Nc3 Nf6 Ng5 O-O d3 h6 Nf3 d6 O-O Nh7 Nd5 Bg4 Nxe7+ Qxe7 c3 Ng5 Bxg5 hxg5 h3 Bd7 Bb3 a6 Qd2 g4 Ng5 gxh3 Nxh3 Bxh3 gxh3 Qh4 Qe3 Na5 Bd1 f5 Qg3 Qh6 exf5 Rxf5 Bg4 Rf6 b4 Nc6 Kh2 Raf8 f3 Ne7 Rg1 Rf4 Rae1 Nf5 Qf2 Nh4 Qe3 Nf5 Qd2 Qh4 Re4 Nh6 Rxf4 Rxf4 Qg2 Nxg4+ Kh1 Nf2+ Kh2 Rf7 Rf1 Nxd3 Qd2 Nf4,Italian Game: Hungarian Defense,6
4421,asBHxWEO,43,mate,white,1500,1081,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 f5 d3 Bb4+ c3 Bd6 dxe4 Bxe5 exf5 d6 Bf4 O-O Bxe5 Re8 Qc4+ Kh8 Be2 Rxe5 O-O Rxf5 Bg4 Rg5 Bxc8 Qxc8 f4 Rh5 Nd2 d5 Qe2 Rh6 f5 Qf8 Rae1 Qf6 Qe8+ Qf8 Qxf8#,Russian Game: Damiano Variation,6
4422,LLv8soTI,43,resign,white,2422,2324,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 e5 Qe7 Qe2 Nd5 c4 Ba6 b3 Qh4 a3 Bc5 g3 Bxf2+ Qxf2 Qe4+ Kd1 Qxh1 Nd2 O-O Bb2 d6 Kc2 dxe5 Bh3 Ne3+ Qxe3 Qxh2 Bd7 Bb7 Qxe5 Qh6 Rh1 f6 Qe6+,Scotch Game: Mieses Variation,11
4423,ngEHQntO,64,resign,black,2458,2424,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 Qe2 Nc5 Rd1 Nxb3 axb3 Qc8 Nc3 Nb4 Nd4 Bg4 f3 Be6 Nxe6 fxe6 Be3 c5 Bf2 Be7 Na2 Qc6 c3 Nxa2 Rxa2 Kf7 Rda1 g6 f4 Kg7 Qg4 Bd8 Bh4 Qb6 Bxd8 Rhxd8 Kh1 d4 cxd4 cxd4 Qg5 Rf8 h4 d3 h5 Rf5 h6+ Kg8 Qe7 Rh5+,Ruy Lopez: Open Variations |  Howell Attack #2,17
4424,RDqMrFR8,39,resign,white,2415,2331,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 exd4 Re1 f5 Nbd2 Bb4 Nxe4 Bxe1 Bg5 Ne7 Nc5 b5 Qxd4 Ba5 Qxg7 Rf8 Qxh7 d6 Bb3 dxc5 Qh5+ Kd7 Ne5+ Kd6 Rd1+ Nd5 Rxd5+ Ke6 Rxd8+,Ruy Lopez: Open Variations |  Riga Variation,12
4425,CDVEwFYa,50,resign,black,2420,2404,d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 Nc3 Bxa6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nbd7 Qc2 Qb6 Re1 Qb7 h3 Nxd5 Nxd5 Qxd5 Nh4 Qd4 Bxa8 Rxa8 Nf3 Qb4 a3 Qb5 Rb1 Bb7 Bd2 Nf6 e4 Qc6 Re3 Nxe4 h4 Nxd2 Qxd2 Bh6 Rbe1 Qxf3,Benko Gambit Accepted |  Fully Accepted Variation,9
4427,JoykGWni,96,outoftime,black,2469,2369,e4 g6 d4 Bg7 Nc3 d6 Nf3 c6 a4 Nf6 h3 a5 Be2 O-O Be3 Na6 O-O Nb4 Nd2 Ne8 Nc4 d5 Ne5 Nc7 Bf3 Bxe5 dxe5 d4 Bxd4 Nxc2 Qxc2 Qxd4 Nd5 cxd5 Qxc7 dxe4 Rfd1 Qb4 Be2 Qxb2 Bb5 e3 fxe3 Qb4 Rab1 Qh4 Be2 Qg5 Kf2 b6 Rxb6 Qh4+ g3 Qxa4 Qxe7 Be6 Rd4 Qc2 Rf4 Rad8 Rd6 Rb8 Rd1 Rb2 Re1 h6 g4 Qb3 Qa7 Rc8 Qxa5 Rcc2 Qa4 Qd5 Rd4 Qxe5 Qa8+ Bc8 Kf1 Qxe3 Rd8+ Kh7 Qf3 Qe6 Rxc8 Rxc8 Bd3 Qd7 Rd1 Rc3 Bxg6+ Kxg6 Qe4+ f5 Rd6+ Qxd6,Modern Defense: Two Knights Variation |  Suttles Variation,8
4429,zM6tvGnk,71,resign,white,2367,2234,e4 c6 d4 d5 exd5 cxd5 c4 e6 Nf3 Nf6 Nc3 Bb4 cxd5 Nxd5 Bd2 Nc6 Bd3 h6 a3 Be7 O-O O-O Qc1 f5 Nxd5 Qxd5 Qc4 Bf6 Rfd1 Rd8 Bc3 a6 Qxd5 Rxd5 Bc4 Rd8 d5 exd5 Bxd5+ Kf8 Bxf6 gxf6 Rac1 Bd7 b4 Rac8 Nh4 Kg7 Bxc6 bxc6 h3 f4 Rd3 Be8 Nf5+ Kh7 Rd6 Kg6 Ne7+ Kf7 Nxc8 Rxc8 Re1 Rc7 f3 Ra7 Rde6 Bd7 Re7+ Kf8 Rh7,Nimzo-Indian Defense: Panov Attack |  Main Line,12
4430,7gGS7pPm,86,outoftime,black,2249,2359,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O Bd3 c5 cxd5 exd5 O-O Nc6 dxc5 Bxc5 a3 Bg4 Be2 Bd6 Nb5 Bb8 b4 a6 Nbd4 Ne4 Bb2 Re8 Rc1 Qf6 Ba1 Qg6 Nxc6 bxc6 Nd4 Bh3 Bf3 Bd7 Ne2 Ng5 Ng3 Qd6 Qd4 Nxf3+ gxf3 Qg6 Kh1 f6 Rg1 Re7 Qh4 Kf8 Nh5 Qf5 Qg4 Qg6 Qxg6 hxg6 Rxg6 Be8 Rxg7 Bxh5 Rxe7 Bxf3+ Kg1 Kxe7 Rxc6 Be5 Bxe5 fxe5 Rh6 Rc8 h4 Rc4 Rxa6 Rxh4 Ra7+ Kf6 Ra6+ Kg7 Ra7+ Kh6 Ra6+ Kh7,Nimzo-Indian Defense: Normal Variation |  Gligoric System,12
4431,3mKOHzw7,55,resign,black,2324,2349,e4 c5 Nc3 Nc6 Bc4 Nf6 f4 e6 d3 d5 Bb5 dxe4 dxe4 Qxd1+ Kxd1 Bd7 Nf3 Be7 h3 a6 Bd3 O-O e5 Nd5 Nxd5 exd5 g4 Rae8 c3 c4 Bc2 f6 exf6 gxf6 Be3 Ba3 Kd2 Bxb2 Rab1 Bxc3+ Ke2 d4 Rxb7 Rxe3+ Kf2 Nb8 Rhb1 Bc6 Rxb8 Rxf3+ Kg1 d3 Bd1 Rxh3 Rxf8+,Sicilian Defense: Closed Variation |  Traditional,4
4432,B3tErunx,28,resign,black,2226,2342,e4 e6 d4 d5 Nc3 Bb4 e5 Ne7 Qg4 c5 a3 Qa5 axb4 Qxa1 Qd1 Nbc6 bxc5 Nxd4 Nge2 Ndc6 f4 Bd7 g3 Qa5 Be3 Nf5 Bf2 d4,French Defense: Winawer Variation |  Advance Variation,7
